policyID	statecode	county	point_latitude	point_longitude	line	construction	point_granularity
409342	FL	BROWARD COUNTY	262153	-802176	Residential	Wood	4
664266	FL	BROWARD COUNTY	262153	-802176	Residential	Wood	4
436918	FL	BROWARD COUNTY	262153	-802176	Residential	Wood	4
323659	FL	BROWARD COUNTY	262153	-802176	Residential	Wood	4
179948	FL	BROWARD COUNTY	262153	-802176	Residential	Wood	4
633828	FL	BROWARD COUNTY	262153	-802176	Residential	Wood	4
350940	FL	BROWARD COUNTY	262168	-8023123	Residential	Wood	1
683182	FL	BROWARD COUNTY	262168	-8023123	Residential	Wood	1
978164	FL	BROWARD COUNTY	262168	-8023123	Residential	Wood	1
659150	FL	BROWARD COUNTY	26201975	-80203807	Residential	Wood	1
680718	FL	BROWARD COUNTY	26218475	-80220512	Residential	Wood	1
857256	FL	BROWARD COUNTY	26218475	-80220512	Residential	Wood	1
771320	FL	BROWARD COUNTY	26218475	-80220512	Residential	Wood	1
418777	FL	BROWARD COUNTY	26218475	-80220512	Residential	Wood	1
451832	FL	BROWARD COUNTY	26218475	-80220512	Residential	Wood	1
960321	FL	BROWARD COUNTY	26222593	-80222267	Residential	Masonry	1
971909	FL	BROWARD COUNTY	262153	-802176	Residential	Wood	4
274157	FL	BROWARD COUNTY	26208395	-80239815	Residential	Wood	1
644549	FL	BROWARD COUNTY	26208395	-80239815	Residential	Wood	1
452798	FL	BROWARD COUNTY	262153	-802176	Residential	Wood	4
439761	FL	BROWARD COUNTY	262153	-802176	Residential	Wood	4
627658	FL	BROWARD COUNTY	26201075	-80205734	Residential	Wood	3
448049	FL	BROWARD COUNTY	26201075	-80205734	Residential	Wood	3
805694	FL	BROWARD COUNTY	26201075	-80205734	Residential	Wood	3
150152	FL	BROWARD COUNTY	26201975	-80203807	Residential	Wood	1
126686	FL	BROWARD COUNTY	26208643	-8023632	Residential	Wood	1
574623	FL	BROWARD COUNTY	26208643	-8023632	Residential	Wood	1
321679	FL	BROWARD COUNTY	26222374	-80220581	Residential	Wood	1
395556	FL	BROWARD COUNTY	26218714	-8022065	Residential	Wood	1
428000	FL	BROWARD COUNTY	26218714	-8022065	Residential	Wood	1
517614	FL	BROWARD COUNTY	26218714	-8022065	Residential	Masonry	1
123782	FL	BROWARD COUNTY	26222374	-80220581	Residential	Wood	1
588357	FL	BROWARD COUNTY	26201075	-80205734	Residential	Wood	3
420149	FL	BROWARD COUNTY	26222374	-80220581	Residential	Wood	1
697136	FL	BROWARD COUNTY	26222374	-80220581	Residential	Wood	1
315307	FL	BROWARD COUNTY	26211786	-80214523	Residential	Wood	1
214132	FL	BROWARD COUNTY	26215828	-80208252	Residential	Wood	1
846393	FL	BROWARD COUNTY	26211786	-80214523	Residential	Wood	1
406647	FL	BROWARD COUNTY	26215828	-80208252	Residential	Wood	1
940657	FL	BROWARD COUNTY	26211786	-80214523	Residential	Wood	1
380664	FL	BROWARD COUNTY	26211786	-80214523	Residential	Wood	1
329122	FL	BROWARD COUNTY	26211786	-80214523	Residential	Wood	1
200592	FL	BROWARD COUNTY	26210888	-80235138	Residential	Wood	3
582621	FL	BROWARD COUNTY	26211786	-80214523	Residential	Wood	1
395192	FL	BROWARD COUNTY	26220116	-80220551	Residential	Wood	1
245375	FL	BROWARD COUNTY	26215828	-80208252	Residential	Wood	1
522393	FL	BROWARD COUNTY	26220116	-80220551	Residential	Masonry	1
107910	FL	BROWARD COUNTY	26220116	-80220551	Residential	Wood	1
128064	FL	BROWARD COUNTY	2620982	-8023128	Residential	Masonry	1
152038	FL	BROWARD COUNTY	2621497	-8023665	Residential	Wood	4
478587	FL	BROWARD COUNTY	2621497	-8023665	Residential	Wood	4
990346	FL	BROWARD COUNTY	2621047	-8021418	Residential	Wood	1
441959	FL	BROWARD COUNTY	2621047	-8021418	Residential	Wood	1
338733	FL	BROWARD COUNTY	26225002	-8023248	Residential	Wood	1
573315	FL	BROWARD COUNTY	2621047	-8021418	Residential	Wood	1
815517	FL	BROWARD COUNTY	2621622	-8022642	Residential	Wood	1
406915	FL	BROWARD COUNTY	2621622	-8022642	Residential	Wood	1
179911	FL	BROWARD COUNTY	2621838	-80218095	Residential	Wood	1
114545	FL	BROWARD COUNTY	26220116	-80220551	Residential	Wood	1
904930	FL	BROWARD COUNTY	26210888	-80235138	Residential	Wood	3
810494	FL	BROWARD COUNTY	26210888	-80235138	Residential	Wood	3
938409	FL	BROWARD COUNTY	26225002	-8023248	Residential	Wood	1
779402	FL	BROWARD COUNTY	26225002	-8023248	Residential	Wood	1
213096	FL	BROWARD COUNTY	26225002	-8023248	Residential	Wood	1
889835	FL	BROWARD COUNTY	26210888	-80235138	Residential	Wood	3
685263	FL	BROWARD COUNTY	2622922	-80214985	Residential	Masonry	1
298686	FL	BROWARD COUNTY	26218714	-8022065	Residential	Wood	1
591124	FL	BROWARD COUNTY	2620138	-8022522	Residential	Wood	1
557967	FL	BROWARD COUNTY	2620138	-8022522	Residential	Wood	1
458207	FL	BROWARD COUNTY	2620138	-8022522	Residential	Wood	1
947087	FL	BROWARD COUNTY	2620138	-8022522	Residential	Wood	1
266899	FL	BROWARD COUNTY	2620138	-8022522	Residential	Wood	1
879795	FL	BROWARD COUNTY	2620138	-8022522	Residential	Masonry	1
790237	FL	BROWARD COUNTY	2620138	-8022522	Residential	Masonry	1
574923	FL	BROWARD COUNTY	2620138	-8022522	Residential	Masonry	1
212706	FL	BROWARD COUNTY	2620138	-8022522	Residential	Masonry	1
268603	FL	BROWARD COUNTY	2620138	-8022522	Residential	Wood	1
899960	FL	BROWARD COUNTY	2622874	-80215365	Commercial	Reinforced Masonry	1
270842	FL	BROWARD COUNTY	26231112	-80159477	Residential	Wood	3
954102	FL	BROWARD COUNTY	2626604	-8014929	Residential	Wood	1
905212	FL	BROWARD COUNTY	26247471	-80163719	Residential	Wood	1
588844	FL	BROWARD COUNTY	2624929	-8016437	Commercial	Reinforced Masonry	1
786633	FL	BROWARD COUNTY	26250355	-80163811	Commercial	Reinforced Masonry	1
819052	FL	BROWARD COUNTY	26250355	-80163811	Residential	Wood	1
472865	FL	BROWARD COUNTY	26250355	-80163811	Residential	Wood	1
616769	FL	BROWARD COUNTY	2626258	-8016615	Commercial	Reinforced Masonry	3
534503	FL	BROWARD COUNTY	26260138	-80159073	Residential	Wood	1
627894	FL	BROWARD COUNTY	26272175	-80152184	Residential	Wood	1
927605	FL	BROWARD COUNTY	2626867	-8015377	Residential	Wood	1
244319	FL	BROWARD COUNTY	2624407	-8015405	Commercial	Reinforced Masonry	1
122578	FL	BROWARD COUNTY	2624407	-8015405	Residential	Wood	1
577106	FL	BROWARD COUNTY	2624407	-8015405	Residential	Wood	1
468088	FL	BROWARD COUNTY	2624407	-8015405	Residential	Wood	1
340019	FL	BROWARD COUNTY	26245758	-80143112	Residential	Wood	1
499563	FL	BROWARD COUNTY	26245758	-80143112	Residential	Wood	1
407032	FL	BROWARD COUNTY	26245758	-80143112	Residential	Wood	1
453630	FL	BROWARD COUNTY	26245758	-80143112	Residential	Wood	1
602693	FL	BROWARD COUNTY	26254	-801416	Commercial	Reinforced Masonry	1
767378	FL	BROWARD COUNTY	26215979	-80158661	Commercial	Reinforced Masonry	1
854373	FL	BROWARD COUNTY	26225019	-80156738	Commercial	Reinforced Masonry	1
782065	FL	BROWARD COUNTY	26225019	-80156738	Commercial	Reinforced Concrete	1
732384	FL	BROWARD COUNTY	26225019	-80156738	Commercial	Reinforced Concrete	1
133562	FL	BROWARD COUNTY	26225019	-80156738	Commercial	Reinforced Concrete	1
127681	FL	BROWARD COUNTY	26238323	-80152069	Commercial	Reinforced Concrete	1
414634	FL	BROWARD COUNTY	26226437	-80146843	Commercial	Steel Frame	3
439739	FL	BROWARD COUNTY	26226437	-80146843	Commercial	Reinforced Concrete	3
437671	FL	BROWARD COUNTY	26226437	-80146843	Commercial	Reinforced Masonry	3
992797	FL	BROWARD COUNTY	26226437	-80146843	Residential	Masonry	3
631228	FL	BROWARD COUNTY	26226437	-80146843	Residential	Wood	3
287374	FL	BROWARD COUNTY	26226532	-80142349	Commercial	Reinforced Concrete	1
512486	FL	BROWARD COUNTY	26257791	-80164073	Commercial	Reinforced Masonry	1
302137	FL	BROWARD COUNTY	2623054	-8015318	Commercial	Reinforced Masonry	3
480777	FL	BROWARD COUNTY	26234051	-80147354	Residential	Masonry	1
753819	FL	BROWARD COUNTY	2623012	-8014347	Commercial	Reinforced Masonry	1
458076	FL	BROWARD COUNTY	26213398	-80156204	Residential	Masonry	3
538936	FL	BROWARD COUNTY	26223654	-80142441	Commercial	Reinforced Masonry	1
456164	FL	BROWARD COUNTY	26223602	-80143875	Residential	Masonry	1
602545	FL	BROWARD COUNTY	2622409	-8014301	Residential	Masonry	1
708187	FL	BROWARD COUNTY	2622119	-8014294	Commercial	Reinforced Masonry	1
690113	FL	BROWARD COUNTY	26227448	-80142798	Residential	Masonry	1
467907	FL	BROWARD COUNTY	26226536	-80143005	Residential	Masonry	3
723320	FL	MONROE COUNTY	250066	-805242	Residential	Masonry	4
287295	FL	MONROE COUNTY	250066	-805242	Residential	Masonry	4
708846	FL	MONROE COUNTY	250066	-805242	Residential	Wood	4
473430	FL	MONROE COUNTY	24974913	-80554222	Residential	Wood	1
949046	FL	MONROE COUNTY	25012226	-8051458	Residential	Wood	1
611337	FL	BROWARD COUNTY	2624843	-8025261	Commercial	Reinforced Masonry	3
994005	FL	BROWARD COUNTY	26240812	-80267281	Commercial	Reinforced Masonry	1
851343	FL	BROWARD COUNTY	26239834	-8025177	Commercial	Steel Frame	3
771324	FL	BROWARD COUNTY	2623351	-8025261	Commercial	Reinforced Masonry	3
846695	FL	BROWARD COUNTY	2623184	-8025188	Residential	Masonry	1
652424	FL	BROWARD COUNTY	2624876	-8027873	Commercial	Reinforced Masonry	1
302110	FL	BROWARD COUNTY	2624876	-8027873	Residential	Wood	1
353793	FL	BROWARD COUNTY	26254059	-80252426	Residential	Masonry	3
593572	FL	BROWARD COUNTY	2624843	-8025261	Residential	Wood	3
374318	FL	BROWARD COUNTY	26266355	-8021233	Residential	Wood	3
826496	FL	BROWARD COUNTY	26265205	-8021436	Residential	Wood	3
185342	FL	BROWARD COUNTY	262686	-8020637	Residential	Wood	3
581343	FL	BROWARD COUNTY	26230726	-80262558	Residential	Wood	1
703143	FL	BROWARD COUNTY	26233591	-80280357	Residential	Wood	1
108866	FL	BROWARD COUNTY	26233591	-80280357	Residential	Wood	1
524975	FL	BROWARD COUNTY	26233591	-80280357	Residential	Masonry	1
711119	FL	BROWARD COUNTY	2624627	-8027023	Residential	Masonry	1
145904	FL	BROWARD COUNTY	26245989	-80268997	Residential	Wood	1
858679	FL	BROWARD COUNTY	26246981	-80268852	Residential	Wood	1
885893	FL	BROWARD COUNTY	26246981	-80268852	Residential	Wood	1
408017	FL	BROWARD COUNTY	26246981	-80268852	Residential	Wood	1
673117	FL	BROWARD COUNTY	26246981	-80268852	Residential	Wood	1
735612	FL	BROWARD COUNTY	26246981	-80268852	Residential	Wood	1
833416	FL	BROWARD COUNTY	2624627	-8027023	Residential	Wood	1
804410	FL	BROWARD COUNTY	26246981	-80268852	Residential	Wood	1
719066	FL	BROWARD COUNTY	26246981	-80268852	Residential	Wood	1
460935	FL	BROWARD COUNTY	26246981	-80268852	Residential	Wood	1
878070	FL	BROWARD COUNTY	2624627	-8027023	Residential	Wood	1
356118	FL	BROWARD COUNTY	2624627	-8027023	Residential	Wood	1
839724	FL	BROWARD COUNTY	2624627	-8027023	Residential	Wood	1
829664	FL	BROWARD COUNTY	2624627	-8027023	Residential	Wood	1
833594	FL	BROWARD COUNTY	26233591	-80280357	Residential	Wood	1
950157	FL	BROWARD COUNTY	26234192	-80279877	Residential	Masonry	1
686701	FL	BROWARD COUNTY	2623774	-8023772	Residential	Masonry	1
772790	FL	BROWARD COUNTY	26233591	-80280357	Residential	Wood	1
125713	FL	BROWARD COUNTY	26249405	-80246895	Residential	Wood	1
783130	FL	BROWARD COUNTY	26249405	-80246895	Residential	Wood	1
100074	FL	BROWARD COUNTY	262443	-802674	Residential	Wood	3
544757	FL	BROWARD COUNTY	262443	-802674	Residential	Wood	4
734611	FL	BROWARD COUNTY	26243067	-8025367	Commercial	Reinforced Masonry	3
806267	FL	BROWARD COUNTY	26238073	-80281189	Residential	Wood	1
455803	FL	BROWARD COUNTY	2623231	-8026168	Residential	Masonry	1
133174	FL	BROWARD COUNTY	2625462	-8024328	Residential	Masonry	1
706390	FL	BROWARD COUNTY	26240053	-80252777	Commercial	Reinforced Masonry	1
409438	FL	BROWARD COUNTY	2625159	-8025263	Commercial	Reinforced Masonry	3
654978	FL	BROWARD COUNTY	2624469	-8026213	Residential	Wood	1
255998	FL	BROWARD COUNTY	2624469	-8026213	Residential	Masonry	1
193823	FL	BROWARD COUNTY	2624469	-8026213	Residential	Wood	1
803965	FL	BROWARD COUNTY	262443	-802674	Residential	Wood	1
229420	FL	BROWARD COUNTY	26238678	-80293884	Residential	Wood	3
893650	FL	BROWARD COUNTY	2624469	-8026213	Residential	Wood	1
126606	FL	BROWARD COUNTY	2624469	-8026213	Residential	Wood	1
436297	FL	BROWARD COUNTY	2624469	-8026213	Residential	Masonry	1
676763	FL	BROWARD COUNTY	2624469	-8026213	Residential	Masonry	1
406071	FL	BROWARD COUNTY	2624469	-8026213	Residential	Masonry	1
542772	FL	BROWARD COUNTY	2624469	-8026213	Residential	Masonry	1
954870	FL	BROWARD COUNTY	2624469	-8026213	Residential	Wood	1
181383	FL	BROWARD COUNTY	2624469	-8026213	Residential	Wood	1
219052	FL	BROWARD COUNTY	262443	-802674	Residential	Wood	4
505154	FL	BROWARD COUNTY	262443	-802674	Residential	Wood	4
880751	FL	BROWARD COUNTY	26252585	-8026529	Residential	Wood	4
262056	FL	BROWARD COUNTY	2632018	-8019836	Residential	Wood	3
898351	FL	BROWARD COUNTY	2632018	-8019836	Residential	Wood	3
423956	FL	BROWARD COUNTY	26230463	-8028537	Residential	Masonry	1
830116	FL	BROWARD COUNTY	2624469	-8026213	Residential	Wood	1
544546	FL	BROWARD COUNTY	2624469	-8026213	Residential	Wood	1
237679	FL	BROWARD COUNTY	2625501	-8024612	Residential	Wood	1
745344	FL	BROWARD COUNTY	26252515	-80257535	Residential	Wood	1
535358	FL	BROWARD COUNTY	26236462	-8024588	Residential	Wood	1
430027	FL	BROWARD COUNTY	26232908	-80237579	Residential	Wood	1
143173	FL	BROWARD COUNTY	26249741	-80246262	Residential	Wood	1
250387	FL	BROWARD COUNTY	2624799	-80253128	Residential	Wood	1
761101	FL	BROWARD COUNTY	2623825	-8027741	Residential	Wood	1
296148	FL	BROWARD COUNTY	26249018	-80285149	Residential	Wood	1
338814	FL	BROWARD COUNTY	262443	-802674	Residential	Wood	4
120681	FL	BROWARD COUNTY	26238518	-80247208	Commercial	Steel Frame	1
678054	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
573639	FL	BROWARD COUNTY	2631864	-8018848	Residential	Wood	1
173942	FL	BROWARD COUNTY	2631864	-8018848	Residential	Wood	1
409502	FL	BROWARD COUNTY	26323009	-80199783	Residential	Wood	1
589888	FL	BROWARD COUNTY	26323009	-80199783	Residential	Wood	1
955020	FL	BROWARD COUNTY	26323009	-80199783	Residential	Wood	1
637814	FL	BROWARD COUNTY	26283117	-80176765	Residential	Wood	1
587618	FL	BROWARD COUNTY	26273989	-8017247	Residential	Masonry	3
544341	FL	BROWARD COUNTY	26273989	-8017247	Residential	Masonry	3
908336	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
465285	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
702973	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
943124	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
441995	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
688349	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
746616	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
475792	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
686632	FL	BROWARD COUNTY	26273989	-8017247	Residential	Wood	3
488046	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
756530	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
338780	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
733093	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
690558	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
503298	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
345649	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
673684	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
168789	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
204876	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
605270	FL	BROWARD COUNTY	2629746	-8018548	Residential	Masonry	1
791662	FL	BROWARD COUNTY	2629591	-8020013	Residential	Masonry	1
449469	FL	BROWARD COUNTY	2629591	-8020013	Residential	Masonry	1
220272	FL	BROWARD COUNTY	26307917	-80202095	Commercial	Reinforced Masonry	3
872397	FL	BROWARD COUNTY	26318665	-80174171	Commercial	Reinforced Concrete	1
860828	FL	BROWARD COUNTY	26287298	-80202065	Residential	Masonry	1
797761	FL	BROWARD COUNTY	2631372	-80177115	Residential	Wood	1
487929	FL	BROWARD COUNTY	26275869	-80152077	Residential	Masonry	1
620600	FL	BROWARD COUNTY	2626811	-80206635	Residential	Wood	3
531111	FL	BROWARD COUNTY	2627521	-8018449	Commercial	Reinforced Masonry	1
932961	FL	BROWARD COUNTY	2627521	-8018449	Residential	Masonry	1
556634	FL	BROWARD COUNTY	26283998	-80186493	Residential	Wood	1
746884	FL	BROWARD COUNTY	2631252	-8018853	Commercial	Reinforced Masonry	1
594044	FL	BROWARD COUNTY	26311977	-80187927	Commercial	Reinforced Masonry	1
236733	FL	BROWARD COUNTY	26281326	-80201767	Commercial	Reinforced Masonry	1
395026	FL	BROWARD COUNTY	26281326	-80201767	Residential	Wood	1
680212	FL	BROWARD COUNTY	26281326	-80201767	Commercial	Reinforced Masonry	1
304546	FL	BROWARD COUNTY	262998	-80184	Residential	Masonry	3
412105	FL	BROWARD COUNTY	26310247	-8018541	Residential	Masonry	1
384239	FL	BROWARD COUNTY	26310247	-8018541	Residential	Wood	1
632250	FL	BROWARD COUNTY	2628961	-80187126	Residential	Masonry	1
911699	FL	BROWARD COUNTY	26309649	-80183945	Commercial	Reinforced Masonry	1
255010	FL	BROWARD COUNTY	26309649	-80183945	Residential	Wood	1
889689	FL	BROWARD COUNTY	26309649	-80183945	Residential	Wood	1
936324	FL	BROWARD COUNTY	26309649	-80183945	Residential	Wood	1
391648	FL	BROWARD COUNTY	26309649	-80183945	Residential	Wood	1
344117	FL	BROWARD COUNTY	26309649	-80183945	Residential	Wood	1
689030	FL	BROWARD COUNTY	26309649	-80183945	Residential	Wood	1
903792	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
891640	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
586497	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
355220	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
572905	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
220864	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
482204	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
727289	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
947286	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
357844	FL	BROWARD COUNTY	26290173	-80194077	Residential	Wood	1
335685	FL	BROWARD COUNTY	2628577	-8019561	Residential	Wood	3
340307	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
294521	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
502985	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
147563	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
756540	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
810070	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
599565	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
568188	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
523527	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
207533	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
686769	FL	BROWARD COUNTY	26308292	-80198326	Residential	Wood	1
728291	FL	BROWARD COUNTY	2629267	-8017941	Residential	Masonry	1
619222	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
144113	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
853680	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
418132	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
577545	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
221675	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
613338	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
866137	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
499530	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
728060	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
682211	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
213468	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
179504	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
538858	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
572897	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
345822	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
396167	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
982600	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
463495	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
312429	FL	BROWARD COUNTY	2629267	-8017941	Residential	Wood	1
733738	FL	BROWARD COUNTY	26311951	-80197151	Residential	Masonry	1
772582	FL	BROWARD COUNTY	26311951	-80197151	Commercial	Reinforced Masonry	1
864820	FL	BROWARD COUNTY	26274315	-80158211	Residential	Masonry	3
560860	FL	BROWARD COUNTY	26298508	-80280563	Residential	Masonry	1
488802	FL	BROWARD COUNTY	26298508	-80280563	Residential	Masonry	1
353421	FL	BROWARD COUNTY	26298508	-80280563	Residential	Masonry	1
556107	FL	BROWARD COUNTY	26298508	-80280563	Residential	Masonry	1
629227	FL	BROWARD COUNTY	26298508	-80280563	Residential	Masonry	1
520062	FL	BROWARD COUNTY	26298508	-80280563	Residential	Masonry	1
594135	FL	BROWARD COUNTY	26298508	-80280563	Residential	Masonry	1
451557	FL	BROWARD COUNTY	2633373	-8025346	Residential	Masonry	1
348355	FL	BROWARD COUNTY	2632051	-8025527	Residential	Masonry	1
645385	FL	BROWARD COUNTY	26297844	-80254539	Commercial	Reinforced Masonry	1
674526	FL	BROWARD COUNTY	2630685	-8027939	Residential	Masonry	1
304344	FL	BROWARD COUNTY	26320114	-80267845	Residential	Wood	3
648473	FL	BROWARD COUNTY	26289263	-80280052	Residential	Wood	1
597916	FL	BROWARD COUNTY	26287205	-80260391	Residential	Wood	1
548239	FL	BROWARD COUNTY	26287205	-80260391	Residential	Wood	1
598658	FL	BROWARD COUNTY	26287205	-80260391	Residential	Wood	1
491085	FL	BROWARD COUNTY	26287205	-80260391	Residential	Wood	1
556161	FL	BROWARD COUNTY	26297945	-8026838	Residential	Wood	1
862194	FL	BROWARD COUNTY	26297945	-8026838	Residential	Wood	1
130566	FL	BROWARD COUNTY	26287205	-80260391	Residential	Wood	1
665180	FL	BROWARD COUNTY	26287205	-80260391	Residential	Wood	1
230814	FL	BROWARD COUNTY	26297945	-8026838	Residential	Wood	1
240632	FL	BROWARD COUNTY	26297945	-8026838	Residential	Wood	1
798523	FL	BROWARD COUNTY	26297945	-8026838	Residential	Wood	1
342599	FL	BROWARD COUNTY	26297945	-8026838	Residential	Wood	1
117013	FL	BROWARD COUNTY	2629686	-8025226	Commercial	Reinforced Concrete	1
695016	FL	BROWARD COUNTY	26303947	-80278847	Commercial	Reinforced Masonry	1
365942	FL	BROWARD COUNTY	2629466	-802533	Residential	Wood	1
808416	FL	BROWARD COUNTY	2629466	-802533	Residential	Masonry	1
820256	FL	BROWARD COUNTY	2629466	-802533	Residential	Wood	1
864384	FL	BROWARD COUNTY	2629466	-802533	Residential	Wood	1
738692	FL	BROWARD COUNTY	2629466	-802533	Residential	Masonry	1
206767	FL	BROWARD COUNTY	2629466	-802533	Residential	Masonry	1
742795	FL	BROWARD COUNTY	2629466	-802533	Residential	Wood	1
851980	FL	BROWARD COUNTY	2629466	-802533	Residential	Wood	1
330762	FL	BROWARD COUNTY	26334196	-80273155	Residential	Masonry	4
734498	FL	BROWARD COUNTY	26334196	-80273155	Residential	Masonry	4
514247	FL	BROWARD COUNTY	26334196	-80273155	Residential	Masonry	4
409417	FL	BROWARD COUNTY	2630824	-8029621	Commercial	Reinforced Masonry	3
146929	FL	BROWARD COUNTY	2630824	-8029621	Residential	Masonry	3
606100	FL	BROWARD COUNTY	2630824	-8029621	Residential	Wood	3
810803	FL	BROWARD COUNTY	2629375	-8025623	Residential	Wood	1
868615	FL	BROWARD COUNTY	2629792	-80261147	Residential	Wood	1
962650	FL	BROWARD COUNTY	26288437	-80282501	Residential	Wood	1
797579	FL	BROWARD COUNTY	26298676	-80254387	Residential	Wood	3
984628	FL	BROWARD COUNTY	26297745	-8027681	Residential	Wood	3
978109	FL	BROWARD COUNTY	2630426	-8026681	Residential	Wood	3
950547	FL	BROWARD COUNTY	2632013	-8026763	Residential	Wood	3
445097	FL	BROWARD COUNTY	26306343	-80272408	Residential	Wood	1
473479	FL	BROWARD COUNTY	2631779	-8025336	Residential	Wood	3
920203	FL	BROWARD COUNTY	26312215	-80278775	Residential	Wood	1
412034	FL	BROWARD COUNTY	263065	-802732	Residential	Wood	4
906739	FL	BROWARD COUNTY	26332714	-80273445	Residential	Wood	3
751328	FL	BROWARD COUNTY	26320114	-80267845	Commercial	Reinforced Masonry	3
808032	FL	BROWARD COUNTY	26320114	-80267845	Residential	Wood	3
474065	FL	BROWARD COUNTY	26320114	-80267845	Residential	Wood	3
974919	FL	BROWARD COUNTY	26320114	-80267845	Residential	Wood	3
514997	FL	MIAMI DADE COUNTY	25879068	-8019413	Commercial	Reinforced Concrete	3
516118	FL	MIAMI DADE COUNTY	25879068	-8019413	Commercial	Reinforced Concrete	3
205479	FL	MIAMI DADE COUNTY	25879068	-8019413	Commercial	Reinforced Concrete	3
146257	FL	MIAMI DADE COUNTY	25879068	-8019413	Commercial	Reinforced Masonry	3
478934	FL	MIAMI DADE COUNTY	25879068	-8019413	Commercial	Reinforced Masonry	3
834178	FL	MIAMI DADE COUNTY	25879068	-8019413	Commercial	Reinforced Masonry	3
347506	FL	MIAMI DADE COUNTY	25879068	-8019413	Commercial	Reinforced Masonry	3
454937	FL	MIAMI DADE COUNTY	25879068	-8019413	Commercial	Reinforced Masonry	3
201631	FL	MIAMI DADE COUNTY	25881557	-80194237	Residential	Masonry	3
298810	FL	MIAMI DADE COUNTY	25879068	-8019413	Commercial	Reinforced Masonry	3
275314	FL	MIAMI DADE COUNTY	25882717	-80194267	Residential	Masonry	3
361911	FL	MIAMI DADE COUNTY	25879068	-8019413	Residential	Wood	3
786181	FL	MIAMI DADE COUNTY	25879068	-8019413	Residential	Wood	3
732034	FL	MIAMI DADE COUNTY	25879068	-8019413	Residential	Wood	3
262911	FL	MIAMI DADE COUNTY	25879068	-8019413	Residential	Wood	3
